rgn_id,product,year,usd_per_tonne
1,ornamentals,2019,20.513456165212645
1,ornamentals,2020,33.651305980957204
1,ornamentals,2021,16.480241839062376
1,ornamentals,2022,16.465546977547472
1,ornamentals,2023,16.449854900755273
1,seaweeds,2019,30.156647871492645
1,seaweeds,2020,30.053584375880416
1,seaweeds,2021,7.994751571738844
1,seaweeds,2022,15.338744718866344
1,seaweeds,2023,18.99767616874116
1,fish_oil,2019,2.325102362270121
1,fish_oil,2020,3.670908232948931
1,fish_oil,2021,3.5278152980448
1,fish_oil,2022,3.0101488204920854
1,fish_oil,2023,3.9097530556701545
2,ornamentals,2019,20.513456165212645
2,ornamentals,2020,33.651305980957204
2,ornamentals,2021,16.480241839062376
2,ornamentals,2022,16.465546977547472
2,ornamentals,2023,16.449854900755273
2,seaweeds,2019,30.156647871492645
2,seaweeds,2020,30.053584375880416
2,seaweeds,2021,7.994751571738844
2,seaweeds,2022,15.338744718866344
2,seaweeds,2023,18.99767616874116
2,fish_oil,2019,2.325102362270121
2,fish_oil,2020,3.670908232948931
2,fish_oil,2021,3.5278152980448
2,fish_oil,2022,3.0101488204920854
2,fish_oil,2023,3.9097530556701545
3,ornamentals,2019,20.513456165212645
3,ornamentals,2020,33.651305980957204
3,ornamentals,2021,16.480241839062376
3,ornamentals,2022,16.465546977547472
3,ornamentals,2023,16.449854900755273
3,seaweeds,2019,30.156647871492645
3,seaweeds,2020,30.053584375880416
3,seaweeds,2021,7.994751571738844
3,seaweeds,2022,15.338744718866344
3,seaweeds,2023,18.99767616874116
3,fish_oil,2019,2.325102362270121
3,fish_oil,2020,3.670908232948931
3,fish_oil,2021,3.5278152980448
3,fish_oil,2022,3.0101488204920854
3,fish_oil,2023,3.9097530556701545
4,ornamentals,2019,20.513456165212645
4,ornamentals,2020,33.651305980957204
4,ornamentals,2021,16.480241839062376
4,ornamentals,2022,16.465546977547472
4,ornamentals,2023,16.449854900755273
4,seaweeds,2019,30.156647871492645
4,seaweeds,2020,30.053584375880416
4,seaweeds,2021,7.994751571738844
4,seaweeds,2022,15.338744718866344
4,seaweeds,2023,18.99767616874116
4,fish_oil,2019,2.325102362270121
